firstName,lastName,collegeName,currentTeam,draftTeam,draftYear,yearsPro,position
Timofey,Mozgov,"St. Petersburg, Russia","[{'teamId': '1610612752', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612743', 'seasonStart': '2010', 'seasonEnd': '2014'}, {'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612747', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612751', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612753', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2010,8,C
Emmanuel,Mudiay,,"[{'teamId': '1610612743', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,G
Dejounte,Murray,Washington,"[{'teamId': '1610612759', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '29', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,G
Jamal,Murray,Kentucky,"[{'teamId': '1610612743', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,G
Dzanan,Musa,,"[{'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612751', 'pickNum': '29', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G-F
Mike,Muscala,Bucknell,"[{'teamId': '1610612737', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612755', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612742', 'pickNum': '44', 'roundNum': '2', 'seasonYear': '2013'}",2013,5,F-C
Svi,Mykhailiuk,Kansas,"[{'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '47', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,G
Abdel,Nader,Iowa State,"[{'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612760', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '58', 'roundNum': '2', 'seasonYear': '2016'}",2017,1,F
Larry,Nance Jr.,Wyoming,"[{'teamId': '1610612747', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '27', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Shabazz,Napier,Connecticut,"[{'teamId': '1610612748', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612753', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612757', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,G
Nene,,"Sao Carlos, Brazil","[{'teamId': '1610612743', 'seasonStart': '2002', 'seasonEnd': '2011'}, {'teamId': '1610612764', 'seasonStart': '2011', 'seasonEnd': '2015'}, {'teamId': '1610612745', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2002'}",2002,16,C-F
Raul,Neto,,"[{'teamId': '1610612762', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '47', 'roundNum': '2', 'seasonYear': '2013'}",2015,3,G
Georges,Niang,Iowa State,"[{'teamId': '1610612754', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '50', 'roundNum': '2', 'seasonYear': '2016'}",2016,2,F
Joakim,Noah,Florida,"[{'teamId': '1610612741', 'seasonStart': '2007', 'seasonEnd': '2015'}, {'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2007'}",2007,11,C
Nerlens,Noel,Kentucky,"[{'teamId': '1610612755', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612742', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612760', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612740', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2013'}",2014,4,F-C
Dirk,Nowitzki,"Wurzburg, Germany","[{'teamId': '1610612742', 'seasonStart': '1998', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '1998'}",1998,20,F
Frank,Ntilikina,,"[{'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,G
James,Nunnally,California-Santa Barbara,"[{'teamId': '1610612755', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612737', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612750', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2013,1,F
Jusuf,Nurkic,,"[{'teamId': '1610612743', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612757', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,C
David,Nwaba,Cal Poly-S.L.O.,"[{'teamId': '1610612747', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,G
Royce,O'Neale,Baylor,"[{'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,F
Kyle,O'Quinn,Norfolk State,"[{'teamId': '1610612753', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612752', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '49', 'roundNum': '2', 'seasonYear': '2012'}",2012,6,C
Semi,Ojeleye,Southern Methodist,"[{'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '37', 'roundNum': '2', 'seasonYear': '2017'}",2017,1,F
Jahlil,Okafor,Duke,"[{'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612751', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,C
Elie,Okobo,,"[{'teamId': '1610612756', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '31', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,G
Josh,Okogie,Georgia Tech,"[{'teamId': '1610612750', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Victor,Oladipo,Indiana,"[{'teamId': '1610612753', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612754', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,G
Kelly,Olynyk,Gonzaga,"[{'teamId': '1610612738', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612748', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612742', 'pickNum': '13', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,F
Cedi,Osman,Anadolu Efes,"[{'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '31', 'roundNum': '2', 'seasonYear': '2015'}",2017,1,F
Kelly,Oubre Jr.,Kansas,"[{'teamId': '1610612764', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Zaza,Pachulia,"Tbilisi, Georgia","[{'teamId': '1610612753', 'seasonStart': '2003', 'seasonEnd': '2003'}, {'teamId': '1610612749', 'seasonStart': '2004', 'seasonEnd': '2004'}, {'teamId': '1610612737', 'seasonStart': '2005', 'seasonEnd': '2012'}, {'teamId': '1610612749', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612742', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612744', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612765', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '42', 'roundNum': '2', 'seasonYear': '2003'}",2003,15,C
Jabari,Parker,Duke,"[{'teamId': '1610612749', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612741', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,F
Tony,Parker,"Paris, France","[{'teamId': '1610612759', 'seasonStart': '2001', 'seasonEnd': '2017'}, {'teamId': '1610612766', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '28', 'roundNum': '1', 'seasonYear': '2001'}",2001,17,G
Chandler,Parsons,Florida,"[{'teamId': '1610612745', 'seasonStart': '2011', 'seasonEnd': '2013'}, {'teamId': '1610612742', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612763', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '38', 'roundNum': '2', 'seasonYear': '2011'}",2011,7,F
Patrick,Patterson,Kentucky,"[{'teamId': '1610612745', 'seasonStart': '2010', 'seasonEnd': '2012'}, {'teamId': '1610612758', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612761', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2010'}",2010,8,F
Justin,Patton,Creighton,"[{'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612755', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,C
Chris,Paul,Wake Forest,"[{'teamId': '1610612740', 'seasonStart': '2005', 'seasonEnd': '2010'}, {'teamId': '1610612746', 'seasonStart': '2011', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612740', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2005'}",2005,13,G
Cameron,Payne,Murray State,"[{'teamId': '1610612760', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,G
Elfrid,Payton,Louisiana-Lafayette,"[{'teamId': '1610612753', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,G
Theo,Pinson,,"[{'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,G-F
Mason,Plumlee,Duke,"[{'teamId': '1610612751', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612757', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612743', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612751', 'pickNum': '22', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,F-C
Miles,Plumlee,Duke,"[{'teamId': '1610612754', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612756', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612749', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612766', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612737', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2012'}",2012,6,C
Jakob,Poeltl,Utah,"[{'teamId': '1610612761', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612759', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612761', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,C
Quincy,Pondexter,Washington,"[{'teamId': '1610612740', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612763', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612740', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612759', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2010'}",2010,6,F
Michael,Porter Jr.,Missouri,"[{'teamId': '1610612743', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2018'}",,0,F
Otto,Porter Jr.,Georgetown,"[{'teamId': '1610612764', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,F
Bobby,Portis,Arkansas,"[{'teamId': '1610612741', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '22', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Kristaps,Porzingis,,"[{'teamId': '1610612752', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F-C
Dwight,Powell,Stanford,"[{'teamId': '1610612738', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612742', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '45', 'roundNum': '2', 'seasonYear': '2014'}",2014,4,F-C
Norman,Powell,UCLA,"[{'teamId': '1610612761', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '46', 'roundNum': '2', 'seasonYear': '2015'}",2015,3,F-G
Alex,Poythress,Kentucky,"[{'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612754', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,F
Taurean,Prince,Baylor,"[{'teamId': '1610612737', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '12', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,F
Zhou,Qi,,"[{'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '43', 'roundNum': '2', 'seasonYear': '2016'}",2017,1,F-C
Ivan,Rabb,California,"[{'teamId': '1610612763', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2017'}",2017,1,F
Chasson,Randle,Stanford,"[{'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,1,G
Julius,Randle,Kentucky,"[{'teamId': '1610612747', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,F
Zach,Randolph,Michigan State,"[{'teamId': '1610612757', 'seasonStart': '2001', 'seasonEnd': '2006'}, {'teamId': '1610612752', 'seasonStart': '2007', 'seasonEnd': '2008'}, {'teamId': '1610612746', 'seasonStart': '2008', 'seasonEnd': '2008'}, {'teamId': '1610612763', 'seasonStart': '2009', 'seasonEnd': '2016'}, {'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2001'}",2001,17,F
JJ,Redick,Duke,"[{'teamId': '1610612753', 'seasonStart': '2006', 'seasonEnd': '2012'}, {'teamId': '1610612749', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612746', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2006'}",2006,12,G
Davon,Reed,Miami (FL),"[{'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '32', 'roundNum': '2', 'seasonYear': '2017'}",2017,1,G
Josh,Richardson,Tennessee,"[{'teamId': '1610612748', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612748', 'pickNum': '40', 'roundNum': '2', 'seasonYear': '2015'}",2015,3,G-F
Malachi,Richardson,Syracuse,"[{'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612761', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '22', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,G
Austin,Rivers,Duke,"[{'teamId': '1610612740', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612746', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612740', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2012'}",2012,6,G
Andre,Roberson,Colorado,"[{'teamId': '1610612760', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,G-F
Devin,Robinson,Florida,"[{'teamId': '1610612764', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,F
Duncan,Robinson,Michigan,"[{'teamId': '1610612748', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,F
Jerome,Robinson,Boston College,"[{'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '13', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Mitchell,Robinson,,"[{'teamId': '1610612752', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '36', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,C
Glenn,Robinson III,Michigan,"[{'teamId': '1610612750', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612755', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612754', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612765', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '40', 'roundNum': '2', 'seasonYear': '2014'}",2014,4,G-F
Rajon,Rondo,Kentucky,"[{'teamId': '1610612738', 'seasonStart': '2006', 'seasonEnd': '2014'}, {'teamId': '1610612742', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612758', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612740', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '21', 'roundNum': '1', 'seasonYear': '2006'}",2006,12,G
Derrick,Rose,Memphis,"[{'teamId': '1610612741', 'seasonStart': '2008', 'seasonEnd': '2015'}, {'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2008'}",2008,9,G
Terrence,Ross,Washington,"[{'teamId': '1610612761', 'seasonStart': '2012', 'seasonEnd': '2016'}, {'teamId': '1610612753', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612761', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2012'}",2012,6,G-F
Terry,Rozier,Louisville,"[{'teamId': '1610612738', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,G
Ricky,Rubio,"El Masnou, Spain","[{'teamId': '1610612750', 'seasonStart': '2011', 'seasonEnd': '2016'}, {'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2009'}",2011,7,G
D'Angelo,Russell,Ohio State,"[{'teamId': '1610612747', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612751', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,G
Domantas,Sabonis,Gonzaga,"[{'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612754', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,F
Dario,Saric,,"[{'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2018'}, {'teamId': '1610612750', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '12', 'roundNum': '1', 'seasonYear': '2014'}",2016,2,F
Tomas,Satoransky,,"[{'teamId': '1610612764', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '32', 'roundNum': '2', 'seasonYear': '2012'}",2016,2,G-F
Dennis,Schroder,Germany,"[{'teamId': '1610612737', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612760', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '17', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,G
Mike,Scott,Virginia,"[{'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2016'}, {'teamId': '1610612764', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '43', 'roundNum': '2', 'seasonYear': '2012'}",2012,6,F
Thabo,Sefolosha,"Vevey, Switzerland","[{'teamId': '1610612741', 'seasonStart': '2006', 'seasonEnd': '2008'}, {'teamId': '1610612760', 'seasonStart': '2008', 'seasonEnd': '2013'}, {'teamId': '1610612737', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '13', 'roundNum': '1', 'seasonYear': '2006'}",2006,12,F
Wayne,Selden,Kansas,"[{'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612763', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,G-F
Collin,Sexton,Alabama,"[{'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Landry,Shamet,Wichita State,"[{'teamId': '1610612755', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Iman,Shumpert,Georgia Tech,"[{'teamId': '1610612752', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '17', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,G
Pascal,Siakam,New Mexico State,"[{'teamId': '1610612761', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612761', 'pickNum': '27', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,F
Ben,Simmons,Louisiana State,"[{'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2016'}",2017,1,G-F
Jonathon,Simmons,Houston,"[{'teamId': '1610612759', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612753', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2015,3,F
Anfernee,Simons,IMG Academy,"[{'teamId': '1610612757', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Marcus,Smart,Oklahoma State,"[{'teamId': '1610612738', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,G
